position_id,trader_id,strategy_id,instrument_id,account_id,opening_order_id,closing_order_id,entry,side,quantity,peak_qty,ts_opened,ts_last,ts_closed,duration_ns,avg_px_open,avg_px_close,commissions,realized_return,realized_pnl
BINANCE-1-001,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240523-190000-001-000-1,O-20240523-210000-001-000-2,SELL,FLAT,0.000000,0.073537,2024-05-23 19:00:00+00:00,1716498000000000000,2024-05-23 21:00:00+00:00,7200000000000.0,67992.78,67540.0,['9.96667404 USDT'],0.00666,23.32940882 USDT
BINANCE-1-002,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240523-210000-001-000-3,O-20240524-070000-001-000-4,BUY,FLAT,0.000000,0.074030,2024-05-23 21:00:00+00:00,1716534000000000000,2024-05-24 07:00:00+00:00,36000000000000.0,67540.0,67155.929999999,['9.97153970 USDT'],-0.00569,-38.40424180 USDT
BINANCE-1-003,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-070000-001-000-5,O-20240524-080000-001-000-6,SELL,FLAT,0.000000,0.074454,2024-05-24 07:00:00+00:00,1716537600000000000,2024-05-24 08:00:00+00:00,3600000000000.0,67155.929999999,67353.429999999,['10.01475989 USDT'],-0.00294,-24.71942489 USDT
BINANCE-1-004,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-080000-001-000-7,O-20240524-110000-001-000-8,BUY,FLAT,0.000000,0.074235,2024-05-24 08:00:00+00:00,1716548400000000000,2024-05-24 11:00:00+00:00,10800000000000.0,67353.429999999,67343.0,['9.99918948 USDT'],-0.00015,-10.77346053 USDT
BINANCE-1-005,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-110000-001-000-9,O-20240524-150000-001-000-10,SELL,FLAT,0.000000,0.074247,2024-05-24 11:00:00+00:00,1716562800000000000,2024-05-24 15:00:00+00:00,14400000000000.0,67343.0,68326.46,['10.07305040 USDT'],-0.0146,-83.09200502 USDT
BINANCE-1-006,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-150000-001-000-11,O-20240524-170000-001-000-12,BUY,FLAT,0.000000,0.073178,2024-05-24 15:00:00+00:00,1716570000000000000,2024-05-24 17:00:00+00:00,7200000000000.0,68326.46,68919.02,['10.04334974 USDT'],0.00867,33.31900594 USDT
BINANCE-1-007,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-170000-001-000-13,O-20240524-180000-001-000-14,SELL,FLAT,0.000000,0.072549,2024-05-24 17:00:00+00:00,1716573600000000000,2024-05-24 18:00:00+00:00,3600000000000.0,68919.02,68836.96,['9.99405859 USDT'],0.00119,-4.04068765 USDT
BINANCE-1-008,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-180000-001-000-15,O-20240524-220000-001-000-16,BUY,FLAT,0.000000,0.072635,2024-05-24 18:00:00+00:00,1716588000000000000,2024-05-24 22:00:00+00:00,14400000000000.0,68836.96,68524.94,['9.97728161 USDT'],-0.00453,-32.64085431 USDT
BINANCE-1-009,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240524-220000-001-000-17,O-20240525-010000-001-000-18,SELL,FLAT,0.000000,0.072966,2024-05-24 22:00:00+00:00,1716598800000000000,2024-05-25 01:00:00+00:00,10800000000000.0,68524.94,68606.1,['10.00590346 USDT'],-0.00118,-15.92782402 USDT
BINANCE-1-010,BACKTESTER-001,ModelStrategy-000,BTCUSDT.BINANCE,BINANCE-001,O-20240525-010000-001-000-19,O-20240525-080000-001-000-20,BUY,FLAT,0.000000,0.072880,2024-05-25 01:00:00+00:00,1716624000000000000,2024-05-25 08:00:00+00:00,25200000000000.0,68606.1,69388.0,['10.05701001 USDT'],0.0114,46.92786199 USDT
